dialogue_id	source_file	label	map	speaker	context	tags	text	notes	original_hash
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_ParkerPostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_ParkerPostBattle	PetalburgCity_Gym		ParkerPostBattle		The next room is the STRENGTH ROOM.\nCan you withstand brute force?		61f0a6b1465041c3
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_ParkerPostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_ParkerPostBadge	PetalburgCity_Gym		ParkerPostBadge		After you beat our LEADER, the\ntraining has become a lot tougher.		56a27cd12108e785
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GeorgeIntro	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GeorgeIntro	PetalburgCity_Gym		GeorgeIntro		Just when you think you're going to\nwin, your opponent restores HP…\pCan you just imagine how awful that\nmust feel?\pI'll show you exactly how awful it\nfeels!		2b1a295db11f5646
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GeorgeDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GeorgeDefeat	PetalburgCity_Gym		GeorgeDefeat		I couldn't restore HP enough…\nWhat ATTACK power…		64992bf094971d7d
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GeorgePostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GeorgePostBattle	PetalburgCity_Gym		GeorgePostBattle		I should have expected no less from\nour LEADER's kid.\pNo, wait! A TRAINER's abilities are\nearned only through effort.\pI lost because my own efforts\nweren't enough.\pGo on! The ONE-HIT KO ROOM is next.		767e4f2d35dd4ec6
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GeorgePostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GeorgePostBadge	PetalburgCity_Gym		GeorgePostBadge		I'm going to keep training at GYMS.\nOne day, I'll become a LEADER.		9a07e425e203ffac
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_BerkeIntro	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_BerkeIntro	PetalburgCity_Gym		BerkeIntro		I'm not going to take it easy just\nbecause you're our LEADER's kid.\pI'll show you how horrid it is for\na POKéMON to take a critical hit!		5c015c3e12661a79
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_BerkeDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_BerkeDefeat	PetalburgCity_Gym		BerkeDefeat		Your power…\nYou're the real deal.		eddfe8d6b720b3e5
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_BerkePostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_BerkePostBattle	PetalburgCity_Gym		BerkePostBattle		Your father really is strong.\nHe's a TRAINER worth my respect.\pAnd, I sense the same glow coming\nfrom you as your father.\pI hope that you'll stage a terrific\nbattle with your father!		99bdaf05113f745f
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_BerkePostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_BerkePostBadge	PetalburgCity_Gym		BerkePostBadge		Since your dad became the LEADER,\nthe TRAINERS of PETALBURG CITY have\lbecome a lot tougher.		0d12ea067bcf59aa
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_MaryIntro	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_MaryIntro	PetalburgCity_Gym		MaryIntro		Giggle…\nThis is the ACCURACY ROOM.\pIt's pretty nasty when every attack\nlands without fail.		761ffc8df1c083ad
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_MaryDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_MaryDefeat	PetalburgCity_Gym		MaryDefeat		You were a cut above me…		a286cf9c7e1caa22
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_MaryPostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_MaryPostBattle	PetalburgCity_Gym		MaryPostBattle		There are some even stronger\nTRAINERS waiting for you.\pThe left is the DEFENSE ROOM, and\nthe right is the RECOVERY ROOM.\pYour POKéMON's ATTACK power will be\non trial either way.		1d6eb8ac229cb2d4
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_MaryPostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_MaryPostBadge	PetalburgCity_Gym		MaryPostBadge		Do you know what we're trying to\nachieve as TRAINERS?\pWe're striving to become soul mates\nwith our POKéMON.		80b0ff8478c7fef8
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_AlexiaIntro	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_AlexiaIntro	PetalburgCity_Gym		AlexiaIntro		The higher the DEFENSE, the more\nreckless I can be in attack.		62aaea6c98f401de
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_AlexiaDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_AlexiaDefeat	PetalburgCity_Gym		AlexiaDefeat		Our defenses weren't enough…		ea686d7fc517ecbf
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_AlexiaPostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_AlexiaPostBattle	PetalburgCity_Gym		AlexiaPostBattle		I think you've taught me a valuable\nlesson here.\pNow, go on! The left door goes to\nthe STRENGTH ROOM.\pThe right door opens to\nthe ONE-HIT KO ROOM.\pBoth of them have TRAINERS who are\nskilled at offense.		c9955b20c7066bdc
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_AlexiaPostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_AlexiaPostBadge	PetalburgCity_Gym		AlexiaPostBadge		Hi! Have you tried using SURF?		f1793982a93ade37
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_JodyIntro	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_JodyIntro	PetalburgCity_Gym		JodyIntro		Our GYM LEADER told us to go all out\nand beat you.\pEven if you happen to be the\nLEADER's kid!		eff53badd62d5ff6
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_JodyDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_JodyDefeat	PetalburgCity_Gym		JodyDefeat		But… I went all out!		74a48c2f4eb7343d
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_JodyPostBattle	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_JodyPostBattle	PetalburgCity_Gym		JodyPostBattle		The way you use your POKéMON…\nIt's like your father's style.\pGo on through! The GYM LEADER, your\nfather, is waiting!		bb72c43e01d1c2d1
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_JodyPostBadge	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_JodyPostBadge	PetalburgCity_Gym		JodyPostBadge		Sure, it's fine to make your POKéMON\nstronger.\pBut what decides the winner?\pWhy, it's the feelings TRAINERS have\nfor their POKéMON.		7bbd0d95245672c4
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_DoorAppearsLocked	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_DoorAppearsLocked	PetalburgCity_Gym		DoorAppearsLocked		This door appears to be locked\nright now…		ee41c7ca2d9039a9
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterSpeedRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterSpeedRoom	PetalburgCity_Gym		EnterSpeedRoom		“SPEED ROOM,” the sign says.\pDo you want to go through?		512f1b84e2cefda8
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_DoorAppearsLocked2	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_DoorAppearsLocked2	PetalburgCity_Gym		DoorAppearsLocked2		This door appears to be locked\nright now…		ee41c7ca2d9039a9
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterAccuracyRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterAccuracyRoom	PetalburgCity_Gym		EnterAccuracyRoom		“ACCURACY ROOM,” the sign says.\pDo you want to go through?		feb367c6ec59cc5f
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterConfusionRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterConfusionRoom	PetalburgCity_Gym		EnterConfusionRoom		“CONFUSION ROOM,” the sign says.\pDo you want to go through?		4d6f6dfecb38ee2c
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterDefenseRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterDefenseRoom	PetalburgCity_Gym		EnterDefenseRoom		“DEFENSE ROOM,” the sign says.\pDo you want to go through?		c89648a6604a0db4
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterRecoveryRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterRecoveryRoom	PetalburgCity_Gym		EnterRecoveryRoom		“RECOVERY ROOM,” the sign says.\pDo you want to go through?		75d520f5e951e1d8
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterStrengthRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterStrengthRoom	PetalburgCity_Gym		EnterStrengthRoom		“STRENGTH ROOM,” the sign says.\pDo you want to go through?		5984c2abeee20ed4
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterOHKORoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterOHKORoom	PetalburgCity_Gym		EnterOHKORoom		“ONE-HIT KO ROOM,” the sign says.\pDo you want to go through?		7bfdc1dbdbadf3b8
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_EnterGymLeadersRoom	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_EnterGymLeadersRoom	PetalburgCity_Gym		EnterGymLeadersRoom		“GYM LEADER'S ROOM\p“See for yourself what POKéMON await\nyou!” the sign says.\pDo you want to go through?		50d41c89b0dba718
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GymStatue	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GymStatue	PetalburgCity_Gym		GymStatue		PETALBURG CITY POKéMON GYM		2db10da92ea67cc5
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_GymStatueCertified	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_GymStatueCertified	PetalburgCity_Gym		GymStatueCertified		PETALBURG CITY POKéMON GYM\pNORMAN'S CERTIFIED TRAINERS:\n{PLAYER}		c4009d7e6fad4678
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_NormanPreRematch	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_NormanPreRematch	PetalburgCity_Gym		NormanPreRematch		DAD: {PLAYER}…\nI had a feeling that you would come.\pI would never refuse to accept\na challenge from you.\pYou do understand, don't you?\pInside a GYM, it doesn't matter that\nwe are a parent and child.\p…No, because we are parent and child,\nwe owe it to each other to do the best\lwe can. Isn't that right, {PLAYER}?		bf12bf8ae657a7c1
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_NormanRematchDefeat	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_NormanRematchDefeat	PetalburgCity_Gym		NormanRematchDefeat		Uh… Haha…\nMaybe that was going too hard…		357d94861dfd83a3
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_NormanPostRematch	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_NormanPostRematch	PetalburgCity_Gym		NormanPostRematch		DAD: {PLAYER}…\nWhat is your dream?\pMy dream…\nHahaha…\lIt has already come true, actually.		114ce46e4d25b70e
data/maps/PetalburgCity_Gym/scripts.inc::PetalburgCity_Gym_Text_NormanRematchNeedTwoMons	data/maps/PetalburgCity_Gym/scripts.inc	PetalburgCity_Gym_Text_NormanRematchNeedTwoMons	PetalburgCity_Gym		NormanRematchNeedTwoMons		DAD: {PLAYER}…\nI had a feeling that you would come.\pI would never refuse to accept\na challenge from you.\pYou do understand, don't you?\pInside a GYM, it doesn't matter that\nwe are a parent and child.\pHm? Wait a second, {PLAYER}.\pDo you only have one POKéMON that is\ncapable of battle?\pSorry, but you'll have to come back\nwith at least two POKéMON.		38c472c813edf226
data/maps/PetalburgCity_House1/scripts.inc::PetalburgCity_House1_Text_TravelingIsWonderful	data/maps/PetalburgCity_House1/scripts.inc	PetalburgCity_House1_Text_TravelingIsWonderful	PetalburgCity_House1		TravelingIsWonderful		Traveling is wonderful!\pWhen I was young, I roamed the seas\nand the mountains!		c8d0e3cdcb8077c5
data/maps/PetalburgCity_House1/scripts.inc::PetalburgCity_House1_Text_GoOnAdventure	data/maps/PetalburgCity_House1/scripts.inc	PetalburgCity_House1_Text_GoOnAdventure	PetalburgCity_House1		GoOnAdventure		Sigh…\pI wish I could go on an adventure\nwith some POKéMON…\pCrawl through some damp grass…\nClimb rocky, rugged mountains…\pCross the raging seas…\nWander about in dark caves…\pAnd, sometimes, even get a little\nhomesick…\pIt must be fabulous to travel!		2bf2f6126cd1104a
data/maps/PetalburgCity_House2/scripts.inc::PetalburgCity_House2_Text_NormanBecameGymLeader	data/maps/PetalburgCity_House2/scripts.inc	PetalburgCity_House2_Text_NormanBecameGymLeader	PetalburgCity_House2		NormanBecameGymLeader		NORMAN became our town's new\nGYM LEADER.\pI think he called his family over from\nsomewhere far away.		e5e7e2dcfccf5b35
data/maps/PetalburgCity_House2/scripts.inc::PetalburgCity_House2_Text_BattledNormanOnce	data/maps/PetalburgCity_House2/scripts.inc	PetalburgCity_House2_Text_BattledNormanOnce	PetalburgCity_House2		BattledNormanOnce		I battled NORMAN once, but, whew,\nhe was way too strong.\pHow would I put it?\pI just got the feeling that he\nlives for POKéMON.		0b69d146821a4a74
data/maps/PetalburgCity_Mart/scripts.inc::PetalburgCity_Mart_Text_WeakWillGrowStronger	data/maps/PetalburgCity_Mart/scripts.inc	PetalburgCity_Mart_Text_WeakWillGrowStronger	PetalburgCity_Mart		WeakWillGrowStronger		Even if a POKéMON is weak now,\nit will grow stronger.\pThe most important thing is love!\nLove for your POKéMON!		41625edfba2f4679
data/maps/PetalburgCity_Mart/scripts.inc::PetalburgCity_Mart_Text_RepelIsUseful	data/maps/PetalburgCity_Mart/scripts.inc	PetalburgCity_Mart_Text_RepelIsUseful	PetalburgCity_Mart		RepelIsUseful		Do you use REPEL?\nIt keeps POKéMON away, so it's\luseful when you're in a hurry.		0f1546ab43dc4931
data/maps/PetalburgCity_Mart/scripts.inc::PetalburgCity_Mart_Text_TakeSomeAntidotesWithYou	data/maps/PetalburgCity_Mart/scripts.inc	PetalburgCity_Mart_Text_TakeSomeAntidotesWithYou	PetalburgCity_Mart		TakeSomeAntidotesWithYou		Do you have any ANTIDOTES with\nyou?\pIf you walk around with a poisoned\nPOKéMON, it will lose HP until it faints.\lTake some ANTIDOTES with you.		6481c433664c6bc1
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_PCStorageSystem	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_PCStorageSystem	PetalburgCity_PokemonCenter_1F		PCStorageSystem		That PC-based POKéMON Storage\nSystem…\pWhoever made it must be some kind\nof a scientific wizard!		9cad379aeee66b9a
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_OranBerryRegainedHP	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_OranBerryRegainedHP	PetalburgCity_PokemonCenter_1F		OranBerryRegainedHP		When my POKéMON ate an\nORAN BERRY, it regained HP!		7a6b096ba4e110a2
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_ManyTypesOfPokemon	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_ManyTypesOfPokemon	PetalburgCity_PokemonCenter_1F		ManyTypesOfPokemon		There are many types of POKéMON.\pAll types have their strengths and\nweaknesses against other types.\pDepending on the types of POKéMON,\na battle could be easy or hard.		0cdbd36cff996397
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_TreeckoIsGrassType	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_TreeckoIsGrassType	PetalburgCity_PokemonCenter_1F		TreeckoIsGrassType		For example, your TREECKO\nis a GRASS type.\pIt's strong against the WATER and\nGROUND types.\pBut, it's weak against FIRE-type\nPOKéMON.		4c3ac0ed41260f3e
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_TorchicIsFireType	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_TorchicIsFireType	PetalburgCity_PokemonCenter_1F		TorchicIsFireType		For example, your TORCHIC\nis a FIRE type.\pIt's strong against the GRASS and\nBUG types.\pBut, it's weak against WATER-type\nPOKéMON.		81e285d7d64a2081
data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc::PetalburgCity_PokemonCenter_1F_Text_MudkipIsWaterType	data/maps/PetalburgCity_PokemonCenter_1F/scripts.inc	PetalburgCity_PokemonCenter_1F_Text_MudkipIsWaterType	PetalburgCity_PokemonCenter_1F		MudkipIsWaterType		For example, your MUDKIP\nis a WATER type.\pIt's strong against the FIRE type.\pBut, it's weak against GRASS-type\nand ELECTRIC-type POKéMON.		a62b6ebceedb7a25
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_ThanksForPlayingWithWally	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_ThanksForPlayingWithWally	PetalburgCity_WallysHouse		ThanksForPlayingWithWally		You're…\nAh, you must be {PLAYER}{KUN}, right?\pThank you for playing with WALLY a\nlittle while ago.\pHe's been frail and sickly ever\nsince he was a baby.\pWe've sent him to stay with my relatives\nin VERDANTURF TOWN for a while.\pThe air is a lot cleaner there\nthan it is here.\pWhat's that? Where's WALLY?\nHe's already left, our WALLY.\pI wonder where he could have\ngotten by now?		6db0c08646edae65
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_WonderHowWallyIsDoing	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_WonderHowWallyIsDoing	PetalburgCity_WallysHouse		WonderHowWallyIsDoing		I wonder how our WALLY is doing?		b7dbeca9b4d7c634
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_PleaseExcuseUs	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_PleaseExcuseUs	PetalburgCity_WallysHouse		PleaseExcuseUs		{PLAYER}{KUN}! Please excuse us for\ndragging you here this way.\pBut our WALLY's become very healthy\nsince he went to VERDANTURF TOWN.\pWe owe it all to you!\pWhen WALLY left town, you helped\nhim catch a POKéMON, right?\pI think that made WALLY really\nhappy.\pActually, not just WALLY.\nIt made me, his father, happy too.\pHappy that he's gained such a great\nfriend as you.\pThis isn't a bribe or anything, but\nI'd really like you to have this.		52bc8533bb7b718e
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_SurfGoAllSortsOfPlaces	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_SurfGoAllSortsOfPlaces	PetalburgCity_WallysHouse		SurfGoAllSortsOfPlaces		If your POKéMON can SURF, you'll be\nable to go to all sorts of places.		170819d2ddcd7131
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_WallyIsComingHomeSoon	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_WallyIsComingHomeSoon	PetalburgCity_WallysHouse		WallyIsComingHomeSoon		WALLY's coming home soon.\nI'm looking forward to that.		ca46c3cb2d4edf57
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_YouMetWallyInEverGrandeCity	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_YouMetWallyInEverGrandeCity	PetalburgCity_WallysHouse		YouMetWallyInEverGrandeCity		Oh? You met WALLY in\nEVER GRANDE CITY?\pOh, {PLAYER}{KUN}, don't be silly.\pHe may have gotten healthy, but he\ncan't go somewhere far away like\lthat all by himself.		17514eab57067c12
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_WallyWasReallyHappy	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_WallyWasReallyHappy	PetalburgCity_WallysHouse		WallyWasReallyHappy		WALLY was really happy when he told\nus that he caught a POKéMON.\pIt's been ages since I've seen him\nsmile like that.		2f563e33bcbb8be2
data/maps/PetalburgCity_WallysHouse/scripts.inc::PetalburgCity_WallysHouse_Text_WallyLeftWithoutTelling	data/maps/PetalburgCity_WallysHouse/scripts.inc	PetalburgCity_WallysHouse_Text_WallyLeftWithoutTelling	PetalburgCity_WallysHouse		WallyLeftWithoutTelling		I want you to keep this a secret\nfrom my husband…\pBut our WALLY left VERDANTURF TOWN\nwithout telling anyone.\pYou know, WALLY is frail, but\nhe's surprisingly strong-willed.\pI'm sure that he'll come back safe\nand sound one day!		47b9f3994a12f29b
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_NotAOneToBeFound	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_NotAOneToBeFound	PetalburgWoods		NotAOneToBeFound		Hmmm…\nNot a one to be found…		e3d9e9a2316cef66
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_HaveYouSeenShroomish	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_HaveYouSeenShroomish	PetalburgWoods		HaveYouSeenShroomish		Hello, have you seen any POKéMON\ncalled SHROOMISH around here?\pI really love that POKéMON.		43b639c8e18d5242
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_IWasGoingToAmbushYou	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_IWasGoingToAmbushYou	PetalburgWoods		IWasGoingToAmbushYou		I was going to ambush you, but you\nhad to dawdle in PETALBURG WOODS\lforever, didn't you?\pI got sick of waiting, so here I am!		8e8946422077dc7a
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_HandOverThosePapers	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_HandOverThosePapers	PetalburgWoods		HandOverThosePapers		You! DEVON RESEARCHER!\pHand over those papers!		ca82204d9d513c21
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_YouHaveToHelpMe	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_YouHaveToHelpMe	PetalburgWoods		YouHaveToHelpMe		Aiyeeeh!\pYou're a POKéMON TRAINER, aren't you?\nYou've got to help me, please!		8b8d3db1f7eaa1f5
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_NoOneCrossesTeamAqua	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_NoOneCrossesTeamAqua	PetalburgWoods		NoOneCrossesTeamAqua		Hunh? What do you think you're doing?\nWhat, you're going to protect him?\pNo one who crosses TEAM AQUA\ngets any mercy, not even a kid!\pCome on and battle me!		719b9efd8d06e780
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_YoureKiddingMe	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_YoureKiddingMe	PetalburgWoods		YoureKiddingMe		You're kidding me! You're tough!		725823c118ca56fd
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_YouveGotSomeNerve	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_YouveGotSomeNerve	PetalburgWoods		YouveGotSomeNerve		Grrr… You've got some nerve\nmeddling with TEAM AQUA!\lCome on and battle me again!\pI wish I could say that, but I'm out of\nPOKéMON…\pAnd, hey, we of TEAM AQUA are also\nafter something in RUSTBORO.\pI'll let you go today!		a6501c22e7d8e9e9
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_ThatWasAwfullyClose	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_ThatWasAwfullyClose	PetalburgWoods		ThatWasAwfullyClose		Whew…\nThat was awfully close!\pThanks to you, he didn't rob me of\nthese important papers.\pI know, I'll give you a GREAT BALL as\nmy thanks!		1b051485d03c734e
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_TeamAquaAfterSomethingInRustboro	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_TeamAquaAfterSomethingInRustboro	PetalburgWoods		TeamAquaAfterSomethingInRustboro		Didn't that TEAM AQUA thug say\nthey were after something in\lRUSTBORO, too?		dd4357cb0d898c5b
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_ICantBeWastingTime	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_ICantBeWastingTime	PetalburgWoods		ICantBeWastingTime		Uh-oh! It's a crisis!\nI can't be wasting time!		56b3b0c86fabc05b
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_YoureLoadedWithItems	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_YoureLoadedWithItems	PetalburgWoods		YoureLoadedWithItems		You're loaded with items.\nI can't give you this GREAT BALL.		a9d087754bf38a48
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_GoBugPokemonTeam	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_GoBugPokemonTeam	PetalburgWoods		GoBugPokemonTeam		I caught a whole bunch of POKéMON!\pGo, go, go!\nMy BUG POKéMON team!		5a1dc2fb80fc281d
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_ICouldntWin	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_ICouldntWin	PetalburgWoods		ICouldntWin		I have all these POKéMON,\nbut I couldn't win…		c50efe4d826081cf
data/maps/PetalburgWoods/scripts.inc::PetalburgWoods_Text_ImOutOfPokeBalls	data/maps/PetalburgWoods/scripts.inc	PetalburgWoods_Text_ImOutOfPokeBalls	PetalburgWoods		ImOutOfPokeBalls		I caught a bunch of POKéMON.\nNow I'm out of POKé BALLS.		c2718c06abb8fe01
